,NodesPerBlock,Config,Selection Method,NodeCount,EdgeCount,Accuracy,Precision,Recall,F1Score
207,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
208,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
209,25,Config(wb),OnPLs,76,150,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
210,25,Config(wb),OnPLs,76,150,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
211,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
212,25,Config(wb),OnPLs,76,150,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
213,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
214,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
215,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
216,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
217,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
218,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
219,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
220,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
221,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
222,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
223,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
224,25,Config(wb),OnPLs,76,152,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
225,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
226,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
227,25,Config(wb),OnPLs,76,152,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
228,25,Config(wb),OnPLs,76,152,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
229,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
230,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
231,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
232,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
233,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
234,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
235,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
236,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
237,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
238,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
239,25,Config(wb),OnPLs,76,150,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
240,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
241,25,Config(wb),OnPLs,76,151,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
242,25,Config(wb),OnPLs,76,151,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
243,25,Config(wb),OnPLs,76,150,0.8166666666666667,0.8380952380952381,0.7714285714285715,0.7758974358974358
244,25,Config(wb),OnPLs,76,152,0.8666666666666666,0.8547619047619047,0.8857142857142858,0.8541391941391941
